item_code,asset_code,old_code,serial_code,model,brand,entry_date,assignment_date,condition,availability_status,notes
EQ-0453,28475400,446058,SIN.S/N 446058,446058,446058,1991-12-09,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0525,28475401,446171,SIN.S/N 446171,803123,SAMAR,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0526,28475402,446172,SIN.S/N 446172,803123,SAMAR,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0391,28475404,446228,SIN.S/N 77,446228,EQUITECH TRAINING SYSTEMES LTD.,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0391,28475405,446229,SIN.S/N 78,446229,EQUITECH TRAINING SYSTEMES LTD.,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0458,28475406,446238,SIN.S/N 446238,446238,446238,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0459,28475407,446239,SIN.S/N 446239,446239,446239,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0460,28475408,446240,SIN.S/N 446240,446240,446240,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0461,28475409,446247,SIN.S/N 446247,446247,446247,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0463,28475410,446248,SIN.S/N 446248,446248,446248,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0464,28475411,446249,SIN.S/N 446249,446249,446249,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0465,28475412,446250,SIN.S/N 446250,446250,446250,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0466,28475413,446251,SIN.S/N 446251,446251,446251,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0467,28475414,446252,SIN.S/N 446252,446252,446252,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0468,28475415,446253,SIN.S/N 446253,446253,446253,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0469,28475416,446254,SIN.S/N 446254,446254,446254,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0470,28475417,446255,SIN.S/N 28-205,446255,446255,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0471,28475418,446263,SIN.S/N 28-110,446263,446263,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0473,28475419,446264,SIN.S/N 446264,446264,446264,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0474,28475420,446265,SIN.S/N 446265,446265,446265,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0475,28475421,446266,SIN.S/N 446266,446266,446266,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0477,28475422,446267,SIN.S/N 446267,446267,446267,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0478,28475423,446281,SIN.S/N 28-102,446281,446281,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0479,28475424,446282,SIN.S/N 446282,446282,446282,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0321,28475425,446288,SIN.S/N B022627,TDS-210,TEKTRONIX,1997-04-21,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0422,28475427,446292,SIN.S/N 446292,28-605,446292,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0425,28475434,446373,SIN.S/N 446373,446373,446373,1997-04-21,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0425,28475435,446374,SIN.S/N 446374,446374,446374,1997-04-21,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0425,28475436,446375,SIN.S/N 446375,446375,446375,1997-04-21,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0425,28475437,446376,SIN.S/N 446376,446376,446376,1997-04-21,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0425,28475438,446377,SIN.S/N 446377,446377,446377,1997-04-21,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0482,28475439,446699,SIN.S/N 446699,446699,446699,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0331,28476246,470739,SIN.S/N 470739,6020R,PROTEK,2014-02-12,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0332,28476247,470740,SIN.S/N 920H0828059,6020R,PROTEK,2014-02-12,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0333,28476248,470741,SIN.S/N 920H0828075,6020R,PROTEK,2014-02-12,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0334,28476249,470742,SIN.S/N 920H0828087,6020R,PROTEK,2014-02-12,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0335,28476250,470743,SIN.S/N 920H0828090,6020R,PROTEK,2014-02-12,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0336,28476251,470744,SIN.S/N 920H0828094,6020R,PROTEK,2014-02-12,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0523,28476746,446173,SIN.S/N 446173,S/M,S/M,1982-02-15,2019-07-11,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0662,28531992,92456,92456,S/M,S/M,1991-12-09,2019-07-15,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0661,28532023,446715,446715,S/M,S/M,1991-12-09,2019-07-15,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0263,28569618,92249,SIN SERIE 92249,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0261,28569619,92250,SIN SERIE 92250,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0262,28569620,92251,SIN SERIE 92251,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0277,28569621,92252,SIN SERIE 92252,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0278,28569622,92253,SIN SERIE 92253,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0272,28569623,92254,SIN SERIE 92254,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0270,28569624,92255,SIN SERIE 92255,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0273,28569625,92256,SIN SERIE 92256,S/M,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0274,28569626,92258,SIN SERIE 92258,S/M,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0271,28569627,92259,SIN SERIE 92259,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0269,28569628,92264,SIN SERIE 92264,S/M,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0275,28569629,92265,SIN SERIE 92265,S/M,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0276,28569630,92277,SIN SERIE 92277,S/M,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0278,28569631,92280,SIN SERIE 92280,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0272,28569632,92281,SIN SERIE 92281,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0259,28569633,92323,SIN SERIE 92323,S/M,S/M,1985-11-19,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0300,28569638,92969,SIN SERIE 92969,S/M,NET MEDIA,2001-11-14,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0301,28569639,92970,SIN SERIE 92970,S/M,NET MEDIA,2001-11-14,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28569643,93120,SIN SERIE 93120,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0264,28569645,93126,SIN SERIE 93126,S/M,SIEMENS,2005-05-06,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0279,28569684,96927,SIN SERIE 96927,S/M,AIR PLUS EXRTEME G,2006-04-07,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0723,28569897,,28569897,S/M,SIEMENS SERIE SZVT7ML000339,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0724,28569898,,28569898,S/M,SIEMENS SERIE C,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0725,28569899,,28569899,S/M,SIEMENS SERIE C,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0223,28571144,274295,SIN SERIE 274295,S/M,HP,2008-11-11,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0291,28571288,278641,SIN SERIE 278641,PROCURVE 4000M,HP,2009-01-13,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0292,28571455,281415,SIN SERIE 281415,S/M,ALTERA DES,2009-04-01,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0297,28571456,281416,SIN SERIE 281416,S/M,ALTERA,2009-04-01,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0293,28571457,281417,SIN SERIE 281417,S/M,ALTERA,2009-04-01,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0295,28571458,281418,SIN SERIE 281418,S/M,ALTERA,2009-04-01,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0296,28571459,281419,SIN SERIE 281419,S/M,ALTERA,2009-04-01,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0294,28571460,281420,SIN SERIE 281420,S/M,ALTERA,2009-04-01,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0726,28571960,,28571960,CATALYST 2960,CISCO CATALYST 2960 DE 24 PUERTOS 10,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0222,28572020,350587,SIN SERIE 350587,PROBOOK,HP,2011-04-01,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0252,28572105,352555,SIN SERIE 352555,DC POWER SUPPLY HY3003,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0253,28572106,352556,SIN SERIE 352556,DC POWER SUPPLY HY3003,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0254,28572107,352557,SIN SERIE 352557,DC POWER SUPPLY HY3003,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0255,28572108,352558,SIN SERIE 352558,DC POWER SUPPLY HY3003,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0256,28572109,352559,SIN SERIE 352559,DC POWER SUPPLY HY3003,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0257,28572110,352560,SIN SERIE 352560,DC POWER SUPPLY HY3003,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0244,28572111,352561,SIN SERIE 352561,S/M,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0245,28572112,352562,SIN SERIE 352562,S/M,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0246,28572113,352563,SIN SERIE 352563,S/M,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0247,28572114,352564,SIN SERIE 352564,S/M,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0248,28572115,352565,SIN SERIE 352565,S/M,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0249,28572116,352566,SIN SERIE 352566,S/M,TE,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0250,28572117,352567,SIN SERIE 352567,XP-581,S/M,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0251,28572118,352568,SIN SERIE 352568,XP-581,S/M,2011-05-24,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0228,28572533,357138,SIN SERIE 357138,S/M,HP,2011-12-13,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0290,28572534,357139,SIN SERIE 357139,S1933,HP,2011-12-13,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0310,28572631,358452,SIN SERIE 358452,IP PHONE 7911,CISCO,2012-03-22,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0285,28572866,360099,SIN SERIE 360099,LE1901W,HP,2012-06-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0286,28572867,360100,SIN SERIE 360100,LE1901W,HP,2012-06-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0287,28572868,360101,SIN SERIE 360101,LE1901W,HP,2012-06-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0229,28572870,360103,SIN SERIE 360103,S/M,HP,2012-06-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0231,28572872,360105,SIN SERIE 360105,S/M,HP,2012-06-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0232,28572873,360106,SIN SERIE 360106,S/M,HP,2012-06-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573048,446210,SIN SERIE 446210,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573049,446211,SIN SERIE 446211,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573050,446212,SIN SERIE 446212,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573051,446213,SIN SERIE 446213,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573052,446214,SIN SERIE 446214,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573053,446215,SIN SERIE 446215,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573054,446216,SIN SERIE 446216,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573055,446217,SIN SERIE 446217,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0260,28573056,446218,SIN SERIE 446218,S/M,S/M,2004-12-28,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0261,28573057,446241,SIN SERIE 446241,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0261,28573058,446242,SIN SERIE 446242,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0261,28573059,446243,SIN SERIE 446243,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0263,28573060,446244,SIN SERIE 446244,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0263,28573061,446245,SIN SERIE 446245,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0263,28573062,446246,SIN SERIE 446246,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0270,28573063,446256,SIN SERIE 446256,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0270,28573064,446257,SIN SERIE 446257,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0272,28573065,446258,SIN SERIE 446258,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0273,28573066,446259,SIN SERIE 446259,S/M,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0273,28573067,446260,SIN SERIE 446260,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0274,28573068,446261,SIN SERIE 446261,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0274,28573069,446262,SIN SERIE 446262,S/M,EQUITECH TRAINING SYSTEMS LTD/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0277,28573070,446268,SIN SERIE 446268,28-276,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0277,28573071,446269,SIN SERIE 446269,28-276,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0278,28573072,446270,SIN SERIE 446270,28-276,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0278,28573073,446271,SIN SERIE 446271,28-276,T/E/I/,1982-02-15,2019-07-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0727,28573417,,28573417,THINKPAD L430,KLIP,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0728,28577147,,28577147,XP-581,QUAD POWER MODELO XP,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0242,28577148,471079,SIN SERIE 471079,XP-581,QUAD POWER,2014-02-12,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0243,28577149,471080,SIN SERIE 471080,S/M,S/M,2014-02-12,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0226,28577892,289613,SIN SERIE 289613,S/M,SUPER POWER,2010-02-22,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0221,28577904,289625,SIN SERIE 289625,GC-1358,MOTHERBOARD BIOSTAR,2010-02-22,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0226,28577921,289645,SIN SERIE 289645,S/M,SUPER POWER,2010-02-22,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0226,28577935,289659,SIN SERIE 289659,S/M,SUPER POWER,2010-02-22,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0282,28578091,291878,SIN SERIE 291878,W1943SV,LG,2010-04-23,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0284,28578095,291882,SIN SERIE 291882,W1943SV,LG,2010-04-23,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0283,28578101,291888,SIN SERIE 291888,W1943SV,LG,2010-04-23,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0280,28578104,291891,SIN SERIE 291891,W1943CV,LG,2010-04-23,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0281,28578106,291893,SIN SERIE 291893,W1943CV,LG,2010-04-23,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0306,28578328,295763,SIN SERIE 295763,S/M,NATIONAL INSTRUMENTS,2010-09-13,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0305,28578329,295764,SIN SERIE 295764,S/M,NATIONAL INSTRUMENTS,2010-09-13,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0307,28578330,295765,SIN SERIE 295765,S/M,NATIONAL INSTRUMENTS,2010-09-13,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0308,28578332,295767,SIN SERIE 295767,S/M,NATIONAL INSTRUMENTS,2010-09-13,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0241,28578338,295773,SIN SERIE 295773,781093-01,NATIONAL INSTRUMENTS,2010-09-13,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0240,28578339,295774,SIN SERIE 295774,781093-01,NATIONAL INSTRUMENTS,2010-09-13,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0311,28578344,295836,SIN SERIE 295836,S/M,NATIONAL INSTRUMENTS,2010-09-15,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0312,28578345,295837,SIN SERIE 295837,S/M,NATIONAL INSTRUMENTS,2010-09-15,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0663,28578396,304028,SIN SERIE 304028,S/M,S/M,2010-11-09,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0664,28578397,304031,SIN SERIE 304031,S/M,S/M,2010-11-09,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0309,28578430,304359,SIN SERIE 304359,CT-7911GV08,CISCO,2010-11-19,2019-07-22,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0729,29948313,,29948313,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948314,,29948314,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948315,,29948315,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948316,,29948316,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948317,,29948317,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948318,,29948318,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948319,,29948319,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948320,,29948320,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948321,,29948321,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948322,,29948322,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948323,,29948323,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0729,29948324,,29948324,3266TD,AARON,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0237,31058021,,6ED1052-1MD08-LOG-03-2020-0004,DEMO LOGO,SIEMENS,2020-07-17,2020-07-29,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0236,31058022,,6ED1052-1MD08-LOG-03-2020-0003,DEMO LOGO,SIEMENS,2020-07-17,2020-07-29,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
